web-scraper-order,web-scraper-start-url,Name,Price,Rating,Latitude,Longitude,Location,Image-src
1678631191-172,https://www.trivago.in/en-IN/srl/hotels-mumbai-india?search=200-64981;dr-20230409-20230410;pa-5;rc-1-2,FabExpress Orange Suites Santacruz East,"2,877",8.8,19.0800856,72.8487036,Santacruz East,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
1678631191-173,https://www.trivago.in/en-IN/srl/hotels-mumbai-india?search=200-64981;dr-20230409-20230410;pa-5;rc-1-2,FabHotel Adore Palace Mumbai International Airport,"1,682",9.2,19.0969688,72.8837444, Saki Naka,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
1678631191-174,https://www.trivago.in/en-IN/srl/hotels-mumbai-india?search=200-64981;dr-20230409-20230410;pa-5;rc-1-2,Hotel Bawa International,"7,840",7.3,19.0963792,72.853629,Vile Parle,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
1678631191-175,https://www.trivago.in/en-IN/srl/hotels-mumbai-india?search=200-64981;dr-20230409-20230410;pa-5;rc-1-2,Ripon Palace,"2,689",7,18.9676924,72.8253741,Mumbai Central,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
1678630922-51,https://www.trivago.in/en-IN/srl/hotels-mumbai-india?search=200-64981;dr-20230409-20230410;rc-1-2,"ITC Maratha, a Luxury Collection Hotel, Mumbai","16,284",8.7,19.1039887,72.8697476,Andheri East,"https://imgcy.trivago.com/c_lfill,d_dummy.jpeg,e_sharpen:60,f_auto,h_225,q_auto,w_225/itemimages/99/50/99509_v2.jpeg"
1678630922-52,https://www.trivago.in/en-IN/srl/hotels-mumbai-india?search=200-64981;dr-20230409-20230410;rc-1-2,Hotel The Orchid,"14,749",7.8,19.0973152,72.8549583,Vile Parle,"https://imgcy.trivago.com/c_lfill,d_dummy.jpeg,e_sharpen:60,f_auto,h_225,q_auto,w_225/itemimages/99/51/99516_v5.jpeg"
1678630922-53,https://www.trivago.in/en-IN/srl/hotels-mumbai-india?search=200-64981;dr-20230409-20230410;rc-1-2,"President, Mumbai - IHCL SeleQtions","18,880",8.5,18.9147357,72.8207834,Cuffe Parade,"https://imgcy.trivago.com/c_lfill,d_dummy.jpeg,e_sharpen:60,f_auto,h_225,q_auto,w_225/itemimages/99/52/99528_v3.jpeg"
1678630922-54,https://www.trivago.in/en-IN/srl/hotels-mumbai-india?search=200-64981;dr-20230409-20230410;rc-1-2,Hilton Mumbai International Airport,"15,569",8.3,19.1044427,72.8707145,Andheri East,"https://imgcy.trivago.com/c_lfill,d_dummy.jpeg,e_sharpen:60,f_auto,h_225,q_auto,w_225/itemimages/17/76/1776841_v2.jpeg"
1678630922-55,https://www.trivago.in/en-IN/srl/hotels-mumbai-india?search=200-64981;dr-20230409-20230410;rc-1-2,The Leela Mumbai,"16,520",8.7,19.0759837,72.8776559,Cuffe Parade,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
1678630922-57,https://www.trivago.in/en-IN/srl/hotels-mumbai-india?search=200-64981;dr-20230409-20230410;rc-1-2,Balwas,"2,800",7.7,18.9394876,72.8283881,Marine Lines,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
1678630922-58,https://www.trivago.in/en-IN/srl/hotels-mumbai-india?search=200-64981;dr-20230409-20230410;rc-1-2,Flora Fountain,"2,847",7.2,18.9324727,72.8315176, Fort,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
1678630922-60,https://www.trivago.in/en-IN/srl/hotels-mumbai-india?search=200-64981;dr-20230409-20230410;rc-1-2,The Westin Mumbai Powai Lake,"17,110",8.4,19.1343886,72.9014961,Powai,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
1678630922-62,https://www.trivago.in/en-IN/srl/hotels-mumbai-india?search=200-64981;dr-20230409-20230410;rc-1-2,Club Emerald,"4,718",7.5,19.0565773,72.8911258,Chembur,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
1678630922-63,https://www.trivago.in/en-IN/srl/hotels-mumbai-india?search=200-64981;dr-20230409-20230410;rc-1-2,Hotel Grace Galaxy,"3,331",7.4,19.0614829,72.8370616,Bandra West,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
1678630922-64,https://www.trivago.in/en-IN/srl/hotels-mumbai-india?search=200-64981;dr-20230409-20230410;rc-1-2,Hotel Airlink,"7,728",7.5,19.0979529,72.8544407,Vile Parle,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
1678630922-65,https://www.trivago.in/en-IN/srl/hotels-mumbai-india?search=200-64981;dr-20230409-20230410;rc-1-2,Hotel Residency Fort Mumbai,"5,354",8.2,18.9351141,72.8335101, Fort,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
1678630922-66,https://www.trivago.in/en-IN/srl/hotels-mumbai-india?search=200-64981;dr-20230409-20230410;rc-1-2,"Taj Lands End, Mumbai","16,520",8.9,19.0437211,72.8192242,Bandra West,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
1678630922-67,https://www.trivago.in/en-IN/srl/hotels-mumbai-india?search=200-64981;dr-20230409-20230410;rc-1-2,Hotel Kohinoor Elite,"13,806",8.3,19.0806968,72.885526,Kurla,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
1678630922-68,https://www.trivago.in/en-IN/srl/hotels-mumbai-india?search=200-64981;dr-20230409-20230410;rc-1-2,JW Marriott Mumbai Juhu,"21,240",8.8,19.1018504,72.8262233,Juhu,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
1678630922-69,https://www.trivago.in/en-IN/srl/hotels-mumbai-india?search=200-64981;dr-20230409-20230410;rc-1-2,Radisson Blu Mumbai International Airport,"16,520",7.8,19.1102222,72.8786221,Andheri East,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
1678630922-70,https://www.trivago.in/en-IN/srl/hotels-mumbai-india?search=200-64981;dr-20230409-20230410;rc-1-2,The Lalit Mumbai,"13,737",8.3,19.1053238,72.8758792,Andheri East,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
1678630922-71,https://www.trivago.in/en-IN/srl/hotels-mumbai-india?search=200-64981;dr-20230409-20230410;rc-1-2,The Grand Hyatt Mumbai,"16,815",8.9,19.0769686,72.8511099,Kurla,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
1678630922-72,https://www.trivago.in/en-IN/srl/hotels-mumbai-india?search=200-64981;dr-20230409-20230410;rc-1-2,Manama Hotel,"2,564",6.5,18.9397246,72.8385778,Mazgaon,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
1678630922-73,https://www.trivago.in/en-IN/srl/hotels-mumbai-india?search=200-64981;dr-20230409-20230410;rc-1-2,Jewel Of Chembur,"6,048",7.5,19.0617367,72.8996871,Chembur,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
1678630922-74,https://www.trivago.in/en-IN/srl/hotels-mumbai-india?search=200-64981;dr-20230409-20230410;rc-1-2,Sofitel Mumbai BKC,"16,520",9,19.0674785,72.8690412,Kurla,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
1678630922-75,https://www.trivago.in/en-IN/srl/hotels-mumbai-india?search=200-64981;dr-20230409-20230410;rc-1-2,Hotel The Oriental Residency,"4,913",7.9,19.0677632,72.8363534,Khar West,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
,,,,,,,,
